 2014-01-01 12.1388947268138 
 2014-01-02 11.7455598603331 
 2014-01-03 11.400067058195 
 2014-01-04 11.1605459296454 
 2014-01-05 11.4979895708863 
 2014-01-06 12.7119987197165 
 2014-01-07 11.5231632357403 
 2014-01-08 11.066388091969 
 2014-01-09 10.7407613177588 
 2014-01-10 10.491133496756 
 2014-01-11 10.763559736155 
 2014-01-12 10.822085760442 
 2014-01-13 10.4436513425247 
 2014-01-14 10.0909940681066 
 2014-01-15 9.90559672247896 
 2014-01-16 10.4505350314027 
 2014-01-17 10.3308312938657 
 2014-01-18 13.0958771092906 
 2014-01-19 16.2989120365237 
 2014-01-20 18.733350356867 
 2014-01-21 21.3104969942341 
 2014-01-22 19.3013289339807 
 2014-01-23 16.4213142761389 
 2014-01-24 15.5272440340986 
 2014-01-25 14.8647985026525 
 2014-01-26 14.255596235989 
 2014-01-27 13.6927365943476 
 2014-01-28 13.1720045705327 
 2014-01-29 12.689657561525 
 2014-01-30 12.2423106586213 
 2014-01-31 11.8269136271699 
 2014-02-01 11.4472871108422 
 2014-02-02 11.4465914405999 
 2014-02-03 12.1473699465512 
 2014-02-04 11.6774564624661 
 2014-02-05 11.2699734567367 
 2014-02-06 11.3483322090386 
 2014-02-07 13.8805466716674 
 2014-02-08 19.6936632326704 
 2014-02-09 24.7276581417916 
 2014-02-10 29.6817679232767 
 2014-02-11 26.1203058679253 
 2014-02-12 25.6979460740944 
 2014-02-13 24.6468630122844 
 2014-02-14 23.7830331777846 
 2014-02-15 23.4876579283571 
 2014-02-16 22.8231879515576 
 2014-02-17 23.7566770464877 
 2014-02-18 22.0964970143981 
 2014-02-19 20.9435988285635 
 2014-02-20 20.1239524980829 
 2014-02-21 20.1358646285664 
 2014-02-22 24.9000043673739 
 2014-02-23 27.2147499741155 
 2014-02-24 23.738507405059 
 2014-02-25 22.6702412810949 
 2014-02-26 21.5656057448444 
 2014-02-27 20.5238389025051 
 2014-02-28 21.1197471334717 
 2014-03-01 21.7098085582648 
 2014-03-02 18.9686092341165 
 2014-03-03 18.0292359760636 
 2014-03-04 17.3316654119992 
 2014-03-05 17.3408180073339 
 2014-03-06 17.2619697263424 
 2014-03-07 16.6706572070275 
 2014-03-08 16.0129739413061 
 2014-03-09 15.4113262460425 
 2014-03-10 14.8540771212644 
 2014-03-11 14.3370973707744 
 2014-03-12 13.8568600466455 
