"","date","real","model"
"304",1960-10-30,1790,1606.19111515599
"305",1960-10-31,1700,1537.20310395231
"306",1960-11-01,1790,1496.09318813686
"307",1960-11-02,1800,1516.59261838721
"308",1960-11-03,1580,1525.43586705368
"309",1960-11-04,1570,1506.27687844691
"310",1960-11-05,1560,1486.50570386588
"311",1960-11-06,1540,1478.66263978648
"312",1960-11-07,1630,1550.65690848472
"313",1960-11-08,1670,1751.89280088324
"314",1960-11-09,1580,1831.80900795377
"315",1960-11-10,1560,1720.62185239116
"316",1960-11-11,1530,1606.89455247843
"317",1960-11-12,1470,1502.37638317277
"318",1960-11-13,1430,1417.12052648662
"319",1960-11-14,1400,1367.39284213566
"320",1960-11-15,1340,1337.0100507207
"321",1960-11-16,1380,1316.45842023949
"322",1960-11-17,1370,1294.76604666301
"323",1960-11-18,1300,1258.48889999267
"324",1960-11-19,1300,1268.72482066933
"325",1960-11-20,1320,1308.63527771771
"326",1960-11-21,1370,1322.92893736853
"327",1960-11-22,1390,1384.00175765456
"328",1960-11-23,1420,1398.09794640772
"329",1960-11-24,1420,1367.593010317
"330",1960-11-25,1440,1333.75279173007
"331",1960-11-26,1430,1299.23379610991
"332",1960-11-27,1380,1272.7399126173
"333",1960-11-28,1350,1292.54142734849
"334",1960-11-29,1290,1320.59099248593
"335",1960-11-30,1340,1319.79509231615
"336",1960-12-01,1440,1328.02251807436
"337",1960-12-02,1480,1305.52787060142
"338",1960-12-03,1470,1266.82858730822
"339",1960-12-04,1330,1224.40043670259
"340",1960-12-05,1290,1185.97164157436
"341",1960-12-06,1230,1149.50992835445
"342",1960-12-07,1210,1132.04888211808
"343",1960-12-08,1250,1204.97333453073
"344",1960-12-09,1280,1459.26016775728
"345",1960-12-10,1380,1665.29895695162
"346",1960-12-11,1450,1703.98362958737
"347",1960-12-12,1490,1688.48443286928
"348",1960-12-13,1420,1636.48021411334
"349",1960-12-14,1420,1550.53894890453
"350",1960-12-15,1380,1475.17834283793
"351",1960-12-16,1380,1392.61462331172
"352",1960-12-17,1350,1326.86458866195
"353",1960-12-18,1320,1281.39108648801
"354",1960-12-19,1310,1254.52454173047
"355",1960-12-20,1270,1237.25134201753
"356",1960-12-21,1270,1230.44494002415
"357",1960-12-22,1290,1229.31051342965
"358",1960-12-23,1310,1227.09766885631
"359",1960-12-24,1320,1226.9780781415
"360",1960-12-25,1310,1184.89375617632
"361",1960-12-26,1250,1136.11510036613
"362",1960-12-27,1150,1095.35367554669
"363",1960-12-28,1040,1058.56042178916
"364",1960-12-29,1080,1024.7970498375
"365",1960-12-30,1120,997.673647552754
"366",1960-12-31,1140,977.403158961039
"367",1961-01-01,1110,954.134324845167
"368",1961-01-02,1070,929.485511057459
"369",1961-01-03,1020,912.669462490023
"370",1961-01-04,1020,920.062913953646
"371",1961-01-05,1070,923.317219488848
"372",1961-01-06,1120,959.025568175623
"373",1961-01-07,1090,987.292865785434
"374",1961-01-08,1070,978.476887798567
"375",1961-01-09,1080,955.614391347357
"376",1961-01-10,1000,949.758062803127
"377",1961-01-11,1060,973.743434370226
"378",1961-01-12,1080,989.741027251553
"379",1961-01-13,1070,979.626471658496
"380",1961-01-14,1100,951.738725968413
"381",1961-01-15,1070,921.884867591133
"382",1961-01-16,1020,894.606015122004
"383",1961-01-17,997,868.471901778533
"384",1961-01-18,979,844.610029717619
"385",1961-01-19,960,822.220912777275
"386",1961-01-20,934,801.192432985402
"387",1961-01-21,906,781.486463989637
"388",1961-01-22,836,763.005333367254
"389",1961-01-23,850,745.693772556102
"390",1961-01-24,870,729.70610087012
"391",1961-01-25,910,715.480893963094
"392",1961-01-26,905,712.918300996158
"393",1961-01-27,891,721.827801922381
"394",1961-01-28,917,720.001115885173
"395",1961-01-29,923,703.790239404038
"396",1961-01-30,896,687.958627171464
"397",1961-01-31,910,700.998259498813
"398",1961-02-01,960,836.437904448475
"399",1961-02-02,1180,1103.05837065182
"400",1961-02-03,1500,1408.6526888595
"401",1961-02-04,1850,1754.99869957347
"402",1961-02-05,2020,2043.9991768086
"403",1961-02-06,1920,2169.63686528529
"404",1961-02-07,1730,2156.16387636592
"405",1961-02-08,1550,2070.21068234721
"406",1961-02-09,1620,2127.79074151877
"407",1961-02-10,2240,2353.37896712957
"408",1961-02-11,3260,2680.42640058359
"409",1961-02-12,2910,2949.87562189194
"410",1961-02-13,3060,3168.09583134563
"411",1961-02-14,3290,3233.71381035848
"412",1961-02-15,2860,3130.43224326813
"413",1961-02-16,2760,2967.72998618407
"414",1961-02-17,2630,2761.44661908507
"415",1961-02-18,2480,2522.6508643821
"416",1961-02-19,2350,2315.10966992605
"417",1961-02-20,2260,2153.99161816464
"418",1961-02-21,2160,2006.47174700252
"419",1961-02-22,2100,1873.02463095028
"420",1961-02-23,2040,1756.71365929902
"421",1961-02-24,1950,1646.65984179517
"422",1961-02-25,1880,1548.20225863827
"423",1961-02-26,1820,1467.05541401355
"424",1961-02-27,1800,1403.941416757
"425",1961-02-28,1710,1376.29102739864
"426",1961-03-01,1720,1374.62010875105
"427",1961-03-02,1800,1436.04719025185
"428",1961-03-03,1880,1577.91789793009
"429",1961-03-04,1820,1704.82952867103
"430",1961-03-05,1880,1730.5883046387
"431",1961-03-06,1820,1672.04030366589
"432",1961-03-07,1720,1587.72531389762
"433",1961-03-08,1680,1509.52014273916
"434",1961-03-09,1720,1456.14998844499
"435",1961-03-10,1670,1424.03736685661
"436",1961-03-11,1690,1405.76749780887
"437",1961-03-12,1680,1395.78809969541
"438",1961-03-13,1700,1405.22365022221
