date OBS SIM
2018-06-27 2510 2000.3317937494
2018-06-28 2450 1933.81691238765
2018-06-29 2430 1927.60001260735
2018-06-30 2390 1873.32176687534
2018-07-01 2350 1861.24799991579
2018-07-02 2500 1907.12686371385
2018-07-03 2900 1976.80991872657
2018-07-04 3190 2058.53000458817
2018-07-05 3100 2184.97286265956
2018-07-06 2890 2266.69125030014
2018-07-07 2610 2225.82685916319
2018-07-08 2390 2111.32280044839
2018-07-09 2320 2025.02287573514
2018-07-10 2340 1973.10372366136
2018-07-11 2500 1962.19773984399
2018-07-12 2580 1974.05798742339
2018-07-13 2500 2064.44786297229
2018-07-14 2410 2203.32220842828
2018-07-15 2390 2234.75373968554
2018-07-16 2320 2152.85704074577
2018-07-17 2270 2031.29361653026
2018-07-18 2160 1929.44152507419
2018-07-19 2100 1850.74737652515
2018-07-20 1990 1783.72885857741
2018-07-21 1940 1717.18585515859
2018-07-22 1930 1660.13730289955
2018-07-23 1930 1651.50970156156
2018-07-24 1900 1673.10346286238
2018-07-25 1890 1675.62695233596
2018-07-26 1900 1679.56210006284
2018-07-27 1960 1696.71274540789
2018-07-28 2010 1691.18788793727
2018-07-29 2040 1703.26677713631
2018-07-30 2020 1743.46353296535
2018-07-31 1950 1699.90814874561
2018-08-01 1890 1602.71015363464
2018-08-02 1850 1526.25970709205
2018-08-03 1820 1473.00741902344
2018-08-04 1740 1430.43619291028
2018-08-05 1670 1397.4196266155
2018-08-06 1660 1360.38764071087
2018-08-07 1620 1326.38302588491
2018-08-08 1640 1296.84604734121
2018-08-09 1660 1271.03420772283
2018-08-10 1680 1257.03892602251
2018-08-11 1650 1251.22338388285
2018-08-12 1650 1234.65159351292
2018-08-13 1660 1229.0906397469
2018-08-14 1650 1239.34721653528
2018-08-15 1700 1241.1384667554
2018-08-16 1700 1259.78480726063
2018-08-17 1670 1283.49328737932
2018-08-18 1630 1280.44338814483
2018-08-19 1650 1247.58568091102
2018-08-20 1680 1227.21280353754
2018-08-21 1660 1224.1756388119
2018-08-22 1630 1208.09891642079
2018-08-23 1600 1176.00992677232
2018-08-24 1550 1146.8474058552
2018-08-25 1520 1120.93446001798
2018-08-26 1500 1116.71384404944
2018-08-27 1550 1152.05150548919
2018-08-28 1670 1223.46640862284
2018-08-29 1730 1337.89766349583
2018-08-30 1850 1454.23806911976
2018-08-31 1940 1532.77652641713
2018-09-01 1990 1573.92475733332
2018-09-02 1950 1617.05073155677
2018-09-03 1920 1722.15774549001
2018-09-04 2000 2025.18831536124
2018-09-05 2230 2377.92555214328
2018-09-06 2510 2806.2625635656
2018-09-07 2700 3106.72990350847
2018-09-08 2770 3129.79923319476
2018-09-09 2680 3025.6188772511
2018-09-10 2510 2920.13706314158
2018-09-11 2340 2801.20161606092
2018-09-12 2260 2608.16084383017
2018-09-13 2120 2380.17749218497
2018-09-14 2040 2204.40590659983
2018-09-15 1910 2093.80598067115
2018-09-16 1810 1987.83213743044
2018-09-17 1800 1885.6473737612
2018-09-18 1750 1811.33140802844
2018-09-19 1760 1742.47506225688
2018-09-20 1780 1718.55224559075
2018-09-21 1780 1713.04288948712
2018-09-22 1750 1699.45661782245
2018-09-23 1710 1658.37775077646
2018-09-24 1730 1593.26398527084
2018-09-25 1750 1545.11229396502
2018-09-26 1770 1549.66094334339
2018-09-27 1720 1554.87756143133
2018-09-28 1710 1549.646337907
2018-09-29 1830 1560.73250848343
2018-09-30 1960 1606.76890343794
2018-10-01 1910 1661.32427613896
2018-10-02 1750 1666.06652875107
2018-10-03 1670 1607.68717673236
2018-10-04 1700 1526.7061468469
2018-10-05 1650 1457.50602342652
2018-10-06 1630 1402.35046736113
2018-10-07 1620 1366.83874460142
2018-10-08 1680 1382.72420392542
2018-10-09 1730 1435.04021134567
2018-10-10 1710 1457.70575207402
2018-10-11 1630 1441.69064346453
2018-10-12 1540 1395.41449678741
2018-10-13 1600 1343.62399827116
2018-10-14 1610 1299.59342615505
2018-10-15 1610 1260.58711531945
2018-10-16 1560 1222.72440589922
2018-10-17 1530 1187.13447943365
2018-10-18 1520 1154.882065768
2018-10-19 1480 1125.77587497026
2018-10-20 1460 1099.35734212064
2018-10-21 1440 1075.15266132675
2018-10-22 1470 1052.47946282709
2018-10-23 1490 1031.05298853247
2018-10-24 1470 1010.86624436704
2018-10-25 1430 991.860012469377
2018-10-26 1420 974.472827808595
2018-10-27 1430 966.159267217682
2018-10-28 1440 982.472560732319
2018-10-29 1540 1031.12022591046
2018-10-30 1890 1095.69325213627
2018-10-31 2050 1246.28256176265
2018-11-01 2200 1506.11851740988
2018-11-02 2360 1978.05472082069
2018-11-03 2580 2458.92723419876
2018-11-04 2790 2655.11431566135
2018-11-05 2670 2688.87232429342
2018-11-06 2620 2716.28161562011
2018-11-07 2550 2650.17142185496
2018-11-08 2340 2497.13030589825
2018-11-09 2200 2337.45389458017
2018-11-10 2100 2198.33339666609
2018-11-11 2040 2066.33034792662
2018-11-12 1990 1932.17413885559
2018-11-13 1950 1806.56887023147
2018-11-14 1850 1696.7477295668
2018-11-15 1790 1601.15907848969
2018-11-16 1700 1512.92887923122
2018-11-17 1650 1432.20212757738
2018-11-18 1610 1361.44525080662
2018-11-19 1560 1299.02814209216
2018-11-20 1550 1247.85248099088
2018-11-21 1540 1204.00636056881
2018-11-22 1490 1168.93332522256
2018-11-23 1500 1142.51328425128
2018-11-24 1570 1112.01308806589
2018-11-25 1570 1081.73957625139
2018-11-26 1610 1068.58295075251
2018-11-27 1580 1106.75503391501
2018-11-28 1590 1229.19846988394
2018-11-29 1590 1350.80800836921
2018-11-30 1600 1383.15510132482
2018-12-01 1640 1372.93739393252
2018-12-02 1700 1321.06896732805
2018-12-03 1710 1263.4298601363
2018-12-04 1630 1221.63749694077
2018-12-05 1510 1169.39864790842
2018-12-06 1480 1124.01688422614
2018-12-07 1500 1109.25814775307
2018-12-08 1670 1169.01203727388
2018-12-09 1890 1341.00817866201
2018-12-10 2080 1566.30061807752
2018-12-11 2090 1705.78330660026
2018-12-12 2060 1745.48237154165
2018-12-13 2000 1748.12122043042
2018-12-14 2020 1780.08975150696
2018-12-15 2160 1860.93332755141
2018-12-16 2200 1989.4644998753
2018-12-17 2250 2090.98147729425
2018-12-18 2200 2088.45452783463
2018-12-19 2100 1990.96878867138
2018-12-20 2030 1860.67300290971
2018-12-21 1950 1739.06692778688
2018-12-22 1840 1639.82197286763
2018-12-23 1790 1570.3654259925
2018-12-24 1740 1533.74141495715
2018-12-25 1710 1487.51758073006
2018-12-26 1760 1496.39542594366
2018-12-27 2170 1613.16106614701
2018-12-28 2820 1957.18432522461
2018-12-29 3340 2471.02995161063
2018-12-30 3630 3039.12510562596
2018-12-31 3640 3502.85857238124
2019-01-01 3460 3698.27183721628
2019-01-02 3210 3617.72953223302
2019-01-03 2920 3375.49927102848
2019-01-04 2710 3091.11780394341
2019-01-05 2630 2823.48120532259
2019-01-06 2590 2624.66736519781
2019-01-07 2560 2532.16726962316
2019-01-08 2540 2487.01166821047
2019-01-09 2460 2396.7539567278
2019-01-10 2430 2262.6832506727
2019-01-11 2430 2107.26086645856
2019-01-12 2510 1961.85269463614
2019-01-13 2650 1870.75501745605
2019-01-14 2790 1853.35459252753
2019-01-15 2820 1854.02714533345
2019-01-16 2690 1845.13720070309
2019-01-17 2680 1804.004628364
2019-01-18 2860 1773.38715109556
2019-01-19 3190 1738.99691785463
2019-01-20 3410 1756.47681483161
2019-01-21 3440 1834.19799055743
2019-01-22 3360 1889.57225518812
2019-01-23 3240 1873.49622138931
2019-01-24 3110 1807.8280504155
2019-01-25 2970 1742.65133104727
2019-01-26 2790 1678.67872653118
2019-01-27 2660 1606.40974606385
2019-01-28 2560 1538.76997337777
2019-01-29 2420 1480.95351314454
2019-01-30 2340 1436.38774968427
2019-01-31 2260 1398.80190162789
2019-02-01 2170 1370.84165313383
2019-02-02 2140 1367.12152948951
2019-02-03 2150 1369.37835722913
2019-02-04 2120 1360.54280383381
2019-02-05 2140 1392.01713535677
2019-02-06 2070 1506.71125024589
2019-02-07 2230 1615.07820424038
2019-02-08 2470 1719.02664591628
2019-02-09 2530 1778.12204911329
2019-02-10 2520 1771.33110306637
2019-02-11 2480 1722.13178335518
2019-02-12 2380 1674.41402476651
2019-02-13 2310 1642.02056853074
2019-02-14 2270 1615.22250612964
2019-02-15 2280 1605.82909607466
2019-02-16 2440 1647.53868417869
2019-02-17 2590 1750.06617446631
2019-02-18 2640 1885.6105070909
2019-02-19 2590 1973.96735097609
2019-02-20 2480 1968.37316836041
2019-02-21 2420 1916.86200267351
2019-02-22 2370 1879.28291058146
2019-02-23 2390 1870.92239678617
2019-02-24 2430 1890.24247113361
2019-02-25 2460 1942.07534984386
2019-02-26 2620 2030.80776339822
2019-02-27 2850 2157.89127286409
2019-02-28 2980 2319.16606018279
2019-03-01 2960 2496.08522440715
2019-03-02 2890 2587.49348723634
2019-03-03 2850 2572.29575401492
2019-03-04 2900 2548.2702011001
2019-03-05 3000 2581.65565624131
2019-03-06 3110 2673.08481737297
2019-03-07 3290 2856.15569455778
2019-03-08 3390 3110.60147521793
2019-03-09 3400 3289.36828138651
2019-03-10 3350 3350.7612151224
2019-03-11 3400 3387.01883425908
2019-03-12 3390 3409.5709902364
2019-03-13 3410 3389.65362488972
2019-03-14 3410 3402.12199953098
2019-03-15 3410 3469.1929875968
2019-03-16 3500 3551.57160066799
2019-03-17 3520 3603.7591553673
2019-03-18 3530 3584.8647079713
2019-03-19 3510 3519.92296337416
2019-03-20 3700 3490.63678536215
2019-03-21 3950 3596.61251401296
2019-03-22 4190 3794.22457846677
2019-03-23 4300 3969.54212237464
2019-03-24 4360 4050.81646424714
2019-03-25 4260 4021.87834148985
2019-03-26 4090 3874.75632410228
2019-03-27 3870 3653.25021319157
2019-03-28 3690 3443.29192420374
2019-03-29 3540 3277.55201292394
2019-03-30 3450 3150.65440881946
2019-03-31 3350 3048.00944655893
2019-04-01 3190 2953.77084296235
2019-04-02 3020 2840.3472676752
2019-04-03 2940 2699.20706426964
2019-04-04 2780 2559.75091456501
2019-04-05 2750 2455.59241345771
2019-04-06 2810 2395.94162066506
2019-04-07 2880 2372.72451042329
2019-04-08 2920 2392.5964744177
2019-04-09 2970 2446.57494977876
2019-04-10 2990 2480.43778004175
2019-04-11 2950 2530.30111493271
2019-04-12 2930 2589.29333214136
2019-04-13 2930 2666.85701672574
2019-04-14 3050 2733.71224765771
2019-04-15 3210 2765.06678319604
2019-04-16 3180 2792.73075055966
2019-04-17 3130 2832.77776607741
2019-04-18 2970 2855.23920430011
2019-04-19 2810 2794.80717699518
2019-04-20 2750 2660.63539477136
2019-04-21 2680 2509.55783325836
2019-04-22 2660 2375.86058694053
2019-04-23 2750 2268.42111295294
2019-04-24 2740 2195.16593170184
2019-04-25 2720 2158.15940706789
2019-04-26 2710 2155.36278315128
2019-04-27 2820 2190.63665943683
2019-04-28 2890 2225.94625325424
2019-04-29 3000 2247.23662339025
2019-04-30 3200 2282.31237006489
2019-05-01 3280 2327.29653507665
2019-05-02 3230 2368.78606409547
2019-05-03 3080 2399.22872828291
2019-05-04 2960 2453.15185429895
2019-05-05 2940 2554.75971125511
2019-05-06 2930 2620.75916300935
2019-05-07 2890 2668.29583207902
2019-05-08 2950 2689.11044479075
2019-05-09 3100 2684.87474294956
2019-05-10 3160 2662.17511879587
2019-05-11 3170 2635.1718930404
2019-05-12 3080 2603.93190398272
2019-05-13 3030 2541.01714511757
2019-05-14 3080 2477.69646671404
2019-05-15 3150 2448.12374860297
2019-05-16 3370 2534.61495758983
2019-05-17 3690 2624.96958598487
2019-05-18 3710 2706.77815140106
2019-05-19 3790 2827.73798343194
2019-05-20 3680 2917.65098045377
2019-05-21 3520 2892.17043066386
2019-05-22 3340 2780.07279491342
2019-05-23 3220 2606.46983178564
2019-05-24 3310 2472.72267304576
2019-05-25 3730 2418.31090974705
2019-05-26 4260 2481.33126466351
2019-05-27 4310 2887.27738086386
2019-05-28 4620 3632.18014285366
2019-05-29 4800 4261.94279920828
2019-05-30 4980 4534.90146916934
2019-05-31 5100 4627.7254539827
2019-06-01 5250 4698.62985306876
2019-06-02 5390 4752.31927328699
2019-06-03 5580 4751.14432772792
2019-06-04 5810 4735.87368481288
2019-06-05 6040 4762.0282963684
2019-06-06 6160 4709.78358756203
2019-06-07 6230 4488.90164884426
2019-06-08 6080 4185.61950585583
2019-06-09 5960 3900.12738049599
2019-06-10 5810 3670.50923902764
2019-06-11 5790 3518.83387356149
2019-06-12 5770 3418.4904771364
2019-06-13 5690 3311.16574609402
2019-06-14 5650 3207.19459850302
2019-06-15 5640 3132.59752158384
2019-06-16 5490 3086.75543202956
2019-06-17 5580 3022.5808027652
2019-06-18 5660 2977.72059121736
2019-06-19 5660 3020.0724919381
2019-06-20 5570 3087.58565450194
2019-06-21 5400 3043.44694886181
2019-06-22 5140 2943.04185826435
2019-06-23 4890 2900.22252792694
2019-06-24 4600 2918.6123163615
2019-06-25 4470 3004.47520169898
2019-06-26 4390 3038.93598110662
2019-06-27 4350 2998.38170492245
2019-06-28 4280 2998.29403280331
2019-06-29 4170 2985.82424570443
2019-06-30 4010 2933.59366658007
2019-07-01 3830 2835.77160291408
2019-07-02 3720 2700.29916822799
2019-07-03 3650 2578.6387853975
2019-07-04 3500 2493.0479409202
2019-07-05 3300 2451.25287433654
2019-07-06 3210 2448.62621279656
2019-07-07 3120 2433.79673439061
2019-07-08 3070 2393.78560774653
2019-07-09 2930 2345.52643377154
2019-07-10 2770 2324.52620109457
2019-07-11 2660 2279.53723618568
2019-07-12 2650 2200.41681125959
2019-07-13 2580 2108.298877856
2019-07-14 2520 2027.78138702839
2019-07-15 2490 1971.11783217265
2019-07-16 2450 1919.97986751728
2019-07-17 2400 1858.88366215609
2019-07-18 2440 1817.96452900456
2019-07-19 2520 1795.10851695954
2019-07-20 2370 1798.83416604441
2019-07-21 2300 1817.16252033227
2019-07-22 2180 1779.5461158206
2019-07-23 2140 1699.46265718769
2019-07-24 2070 1628.96135481947
2019-07-25 1980 1584.03731108642
2019-07-26 1920 1550.11591235667
2019-07-27 1950 1522.39251743634
2019-07-28 1990 1504.3969286341
2019-07-29 2010 1519.59716671906
2019-07-30 1980 1576.31678620284
2019-07-31 2010 1613.60148527416
2019-08-01 2070 1629.58964234069
2019-08-02 2280 1645.62594439865
2019-08-03 2600 1662.57443403231
2019-08-04 2780 1760.3147640043
2019-08-05 2690 1963.21829876976
2019-08-06 2570 2097.94487034775
2019-08-07 2440 2078.56113353325
2019-08-08 2400 2007.29643804877
2019-08-09 2440 1944.54098865455
2019-08-10 2330 1905.57940466734
2019-08-11 2220 1893.16968632441
2019-08-12 2220 1894.69117742753
2019-08-13 2230 1878.45595047967
2019-08-14 2190 1836.36756781741
2019-08-15 2170 1855.6413473063
2019-08-16 2120 1908.77548409333
2019-08-17 2080 1913.32998739609
2019-08-18 2130 1916.97936054708
2019-08-19 2260 1923.56785710467
2019-08-20 2350 1987.80307721573
2019-08-21 2310 2067.84625625889
2019-08-22 2200 2079.73846273784
2019-08-23 2140 2029.0473740941
2019-08-24 2060 1950.62254385101
2019-08-25 2040 1881.07054103309
2019-08-26 2170 1853.21194446316
2019-08-27 2350 1908.89174060898
2019-08-28 2370 2068.89957260596
2019-08-29 2330 2202.73208647208
2019-08-30 2270 2184.42080932566
2019-08-31 2190 2070.41253058138
2019-09-01 2070 1961.48188847656
2019-09-02 1990 1878.04538602114
2019-09-03 1950 1805.09089743238
2019-09-04 1950 1730.28025954115
2019-09-05 1900 1682.1229304836
2019-09-06 1880 1692.06691817812
2019-09-07 1950 1734.097083671
2019-09-08 2060 1800.36520322189
2019-09-09 2140 1850.19365524332
2019-09-10 2180 1971.31007994995
2019-09-11 2240 2132.77405525368
2019-09-12 2340 2323.53482395298
2019-09-13 2550 2554.27413454954
2019-09-14 2760 2638.7710190192
2019-09-15 2860 2641.71284703173
2019-09-16 2770 2669.12793542447
2019-09-17 2590 2627.28907164549
2019-09-18 2410 2499.00904589508
2019-09-19 2270 2341.68495016669
2019-09-20 2130 2189.00985165007
2019-09-21 2010 2053.06108528749
2019-09-22 1940 1934.59026266947
2019-09-23 1940 1831.93486723699
2019-09-24 1830 1747.77028594834
2019-09-25 1780 1673.62269266648
2019-09-26 1760 1630.0478559543
2019-09-27 1730 1597.55124131017
2019-09-28 1710 1562.01690952997
2019-09-29 1700 1541.91765640812
2019-09-30 1770 1521.73341179862
2019-10-01 1800 1517.07086598419
2019-10-02 1780 1522.99555300369
2019-10-03 1740 1520.59364632564
2019-10-04 1760 1520.45423988018
2019-10-05 1740 1559.51596222873
2019-10-06 1730 1611.64970915093
2019-10-07 1750 1626.8599696195
2019-10-08 1800 1613.81505954895
2019-10-09 1920 1623.8443337201
2019-10-10 2010 1710.64365765552
2019-10-11 2090 1789.10394258234
2019-10-12 2180 1822.18673605395
2019-10-13 2290 1889.56662112115
2019-10-14 2360 2034.38601915626
2019-10-15 2370 2175.54399463072
2019-10-16 2380 2236.34413712182
2019-10-17 2320 2252.93824737912
2019-10-18 2230 2238.91995181639
2019-10-19 2150 2178.87456839146
2019-10-20 2060 2082.1540200795
2019-10-21 1990 1961.76388984184
2019-10-22 1920 1851.38678883128
2019-10-23 1870 1766.89823216512
2019-10-24 1820 1697.74969069266
2019-10-25 1800 1632.03624921725
2019-10-26 1790 1569.39487990785
2019-10-27 1800 1518.13246583903
2019-10-28 1790 1478.42507854324
2019-10-29 1780 1438.97186314863
2019-10-30 1760 1400.21565073624
2019-10-31 1700 1364.78884359701
2019-11-01 1660 1336.75926811936
2019-11-02 1650 1322.44542249912
2019-11-03 1650 1312.1368683865
2019-11-04 1650 1308.17313434831
2019-11-05 1680 1331.05934435909
2019-11-06 1730 1422.69114124816
2019-11-07 1830 1607.81104706628
2019-11-08 1910 1861.24827844092
2019-11-09 2000 2063.30553323723
2019-11-10 2170 2256.16421732314
2019-11-11 2340 2383.61974582032
2019-11-12 2460 2442.97800564422
2019-11-13 2480 2451.45050366597
2019-11-14 2420 2389.54579331923
2019-11-15 2390 2395.63309278196
2019-11-16 2400 2523.6148727283
2019-11-17 2530 2643.83868156072
2019-11-18 2680 2732.09250073961
2019-11-19 2780 2828.74013143128
2019-11-20 3040 2872.0497818359
2019-11-21 3200 2985.47232830288
2019-11-22 3430 3084.3673424498
2019-11-23 3580 3140.35386899277
2019-11-24 3570 3224.79161044735
2019-11-25 3520 3244.65128615972
2019-11-26 3370 3131.04499168331
2019-11-27 3190 2946.40569384344
2019-11-28 2990 2771.20158800101
2019-11-29 2810 2616.87058855638
2019-11-30 2750 2493.59801338237
2019-12-01 2680 2409.39282193221
2019-12-02 2630 2335.71697958589
2019-12-03 2500 2257.98924675833
2019-12-04 2410 2182.96211753468
2019-12-05 2370 2123.53032979297
2019-12-06 2330 2077.00520418624
2019-12-07 2320 2023.5345291969
2019-12-08 2330 1962.18502704371
2019-12-09 2290 1891.43428395445
2019-12-10 2210 1830.13656586625
2019-12-11 2160 1786.70162738395
2019-12-12 2110 1766.16570903013
2019-12-13 2050 1723.60000873387
2019-12-14 2060 1697.7447300999
2019-12-15 2040 1696.0789091714
2019-12-16 2040 1680.79227131085
2019-12-17 2060 1667.57990563463
2019-12-18 2060 1654.28420174292
2019-12-19 2030 1642.6074850525
2019-12-20 2000 1633.46198579404
2019-12-21 1980 1658.06669808044
2019-12-22 1990 1720.23407942594
2019-12-23 2070 1834.81086726969
2019-12-24 2150 2101.36303012711
2019-12-25 2290 2578.6154006474
2019-12-26 2540 2961.43587960529
2019-12-27 2780 3160.57611383842
2019-12-28 2970 3225.23405364425
2019-12-29 3130 3223.13278822267
2019-12-30 3190 3181.76398215759
2019-12-31 3240 3140.53226422172
2020-01-01 2870 3127.06320258355
2020-01-02 2760 3067.00684176754
2020-01-03 2590 2921.73154179542
2020-01-04 2400 2746.10821783089
2020-01-05 2210 2578.28213774586
2020-01-06 2110 2425.77863908494
2020-01-07 2060 2294.56770503521
2020-01-08 1970 2183.45650005565
2020-01-09 1910 2090.30830552272
2020-01-10 1860 2023.09079536621
2020-01-11 1790 1978.0933741675
2020-01-12 1770 1932.75881755735
2020-01-13 1730 1882.79798641333
2020-01-14 1720 1834.2963024817
2020-01-15 1680 1786.59917254356
2020-01-16 1660 1742.47072066647
2020-01-17 1660 1702.00106007912
2020-01-18 1640 1661.87554677219
2020-01-19 1620 1619.2394460641
2020-01-20 1600 1576.64483175725
2020-01-21 1580 1536.35873629285
2020-01-22 1560 1497.90792481444
2020-01-23 1500 1463.4452304279
2020-01-24 1490 1441.64465315847
2020-01-25 1470 1435.16937514149
2020-01-26 1470 1427.38927261566
2020-01-27 1470 1402.86700416456
2020-01-28 1460 1375.80523457672
2020-01-29 1430 1352.35761173002
2020-01-30 1400 1338.85749459585
2020-01-31 1360 1339.03632287914
2020-02-01 1350 1333.30092571705
2020-02-02 1380 1325.96932201856
2020-02-03 1390 1341.04022328172
2020-02-04 1410 1385.5037540456
2020-02-05 1450 1468.17868204016
2020-02-06 1710 1614.75460317765
2020-02-07 2410 1835.5586954031
2020-02-08 3170 2205.15613803716
2020-02-09 3690 2785.80423318901
2020-02-10 3990 3489.66210086109
2020-02-11 4170 4055.29725707076
2020-02-12 4090 4266.29440108439
2020-02-13 3940 4185.50259932095
2020-02-14 3690 3953.73685604697
2020-02-15 3430 3689.16277132382
