date OBS SIM
2018-07-25 2170 1669.72896893812
2018-07-26 2180 1678.748042959
2018-07-27 2220 1693.63993922437
2018-07-28 2260 1684.54735410739
2018-07-29 2210 1709.22900851269
2018-07-30 2130 1739.65293014487
2018-07-31 2070 1675.2685709953
2018-08-01 2030 1578.69623951478
2018-08-02 2000 1509.17703152801
2018-08-03 1970 1458.33095135815
2018-08-04 1930 1419.55603169842
2018-08-05 1900 1385.68954401901
2018-08-06 1880 1348.85886811554
2018-08-07 1870 1316.20585683498
2018-08-08 1870 1287.19515703642
2018-08-09 1870 1263.3058730588
2018-08-10 1870 1252.78201998747
2018-08-11 1860 1245.27429118429
2018-08-12 1870 1228.44046273562
2018-08-13 1870 1227.92749185997
2018-08-14 1860 1236.45694553095
2018-08-15 1870 1240.64722640189
2018-08-16 1860 1262.40143083312
2018-08-17 1850 1284.21787743232
2018-08-18 1850 1271.36618430388
2018-08-19 1860 1238.29301777881
2018-08-20 1870 1222.99620205159
2018-08-21 1860 1220.3564607097
2018-08-22 1840 1198.9558520287
2018-08-23 1820 1166.47440324311
2018-08-24 1810 1138.42862856769
2018-08-25 1790 1113.13584459821
2018-08-26 1780 1110.79804028667
2018-08-27 1830 1161.11083185251
2018-08-28 1860 1244.31807538023
2018-08-29 1890 1361.45496728536
2018-08-30 1970 1475.06996824853
2018-08-31 2040 1540.73134405979
2018-09-01 2080 1580.47199808773
2018-09-02 2050 1626.31812748953
2018-09-03 2040 1770.54567248999
2018-09-04 2110 2097.65700778918
2018-09-05 2300 2464.90259289967
2018-09-06 2500 2893.86372100508
2018-09-07 2640 3132.88014085227
2018-09-08 2690 3108.7802380174
2018-09-09 2630 2997.98616041909
2018-09-10 2520 2895.18838210958
2018-09-11 2420 2763.09572903293
2018-09-12 2330 2554.82818590998
2018-09-13 2220 2331.19658048353
2018-09-14 2120 2173.30105652515
2018-09-15 2040 2069.2593781423
2018-09-16 1980 1960.49851958233
2018-09-17 1940 1865.66085239139
2018-09-18 1910 1792.16292343803
2018-09-19 1910 1730.50854622021
2018-09-20 1920 1715.18942382403
2018-09-21 1920 1709.36492258114
2018-09-22 1900 1691.51763984123
2018-09-23 1880 1642.83714605399
2018-09-24 1870 1574.69015568245
2018-09-25 1880 1539.72105633062
2018-09-26 1870 1550.79251090987
2018-09-27 1860 1551.81291173345
2018-09-28 1860 1547.62477243043
2018-09-29 1920 1565.95308448616
2018-09-30 1970 1618.24154743833
2018-10-01 1960 1667.13013757069
2018-10-02 1910 1655.928148356
2018-10-03 1870 1588.29288298957
2018-10-04 1850 1507.66205304815
2018-10-05 1830 1442.5171207685
2018-10-06 1830 1389.90166460543
2018-10-07 1830 1362.8927967494
2018-10-08 1850 1391.89456842878
2018-10-09 1870 1442.68035875265
2018-10-10 1860 1455.78421554075
2018-10-11 1840 1431.91133299158
2018-10-12 1820 1381.88029164972
2018-10-13 1820 1331.42314493123
2018-10-14 1820 1289.09602449502
2018-10-15 1810 1250.50186909846
2018-10-16 1800 1212.9799987072
2018-10-17 1780 1178.12072569141
2018-10-18 1760 1146.62605635406
2018-10-19 1740 1118.16334055298
2018-10-20 1720 1092.2870599566
2018-10-21 1710 1068.51289082178
2018-10-22 1720 1046.1343013677
2018-10-23 1720 1025.01029205851
2018-10-24 1720 1005.09887191137
2018-10-25 1720 986.372684129204
2018-10-26 1710 969.805192352878
2018-10-27 1700 965.715940098925
2018-10-28 1710 989.177852867393
2018-10-29 1830 1042.51782425911
2018-10-30 1970 1117.17212317164
2018-10-31 2130 1291.01455792704
2018-11-01 2240 1589.26936541773
2018-11-02 2360 2098.94726568809
2018-11-03 2550 2530.67367204113
2018-11-04 2720 2666.34988211148
2018-11-05 2740 2695.41960773864
2018-11-06 2620 2712.12667326863
2018-11-07 2470 2619.4403575706
2018-11-08 2320 2458.8649640604
2018-11-09 2200 2303.28656038421
2018-11-10 2120 2167.79650041036
2018-11-11 2070 2035.07871035723
2018-11-12 2040 1901.76079974247
2018-11-13 2010 1779.28305771173
2018-11-14 1970 1673.18125021807
2018-11-15 1920 1579.79879568912
2018-11-16 1880 1492.92612643903
2018-11-17 1870 1414.35958057669
2018-11-18 1870 1345.37170801236
2018-11-19 1860 1284.1707333632
2018-11-20 1850 1234.15507190405
2018-11-21 1850 1192.97340235081
2018-11-22 1830 1159.82545675116
2018-11-23 1820 1135.33940322374
2018-11-24 1820 1102.89735526977
2018-11-25 1830 1073.6758237457
2018-11-26 1850 1066.3403846721
2018-11-27 1860 1123.60767607942
2018-11-28 1870 1260.03205204667
2018-11-29 1870 1364.13832067501
2018-11-30 1870 1382.22473733484
2018-12-01 1890 1363.74339775469
2018-12-02 1920 1305.00339419967
2018-12-03 1930 1249.67135221428
2018-12-04 1910 1206.89622888875
2018-12-05 1880 1155.58120969614
2018-12-06 1850 1115.13430112949
2018-12-07 1850 1111.6805580451
2018-12-08 1920 1193.63056614371
2018-12-09 1990 1388.80775809228
2018-12-10 2070 1606.88386277791
2018-12-11 2130 1720.286007747
2018-12-12 2120 1744.69371728125
2018-12-13 2110 1749.50573576805
2018-12-14 2140 1791.29356332504
2018-12-15 2200 1885.01588607103
2018-12-16 2250 2016.73295074556
2018-12-17 2260 2099.94838812988
2018-12-18 2230 2071.80718945851
2018-12-19 2180 1961.25990006253
2018-12-20 2120 1830.36270401334
2018-12-21 2050 1713.0166415081
2018-12-22 2000 1618.03927464314
2018-12-23 1960 1552.10247454014
2018-12-24 1930 1513.77992400314
2018-12-25 1910 1478.19370261388
2018-12-26 1960 1503.44492169751
2018-12-27 2280 1663.10247321664
2018-12-28 2810 2054.801678795
2018-12-29 3220 2592.70570494692
2018-12-30 3380 3152.34968540038
2018-12-31 3340 3569.08862412311
2019-01-01 3180 3698.39782162592
2019-01-02 2960 3569.63348574934
2019-01-03 2770 3308.62478483739
2019-01-04 2630 3024.60146159505
2019-01-05 2560 2766.70153164643
2019-01-06 2530 2590.90054340583
2019-01-07 2510 2518.49304895392
2019-01-08 2470 2469.56533662812
2019-01-09 2420 2366.53801215943
2019-01-10 2380 2226.46947753181
2019-01-11 2390 2069.27994466304
2019-01-12 2470 1932.29735723708
2019-01-13 2590 1857.8940296476
2019-01-14 2690 1850.13613474668
2019-01-15 2710 1851.17946910314
2019-01-16 2660 1832.30859455183
2019-01-17 2670 1791.75444037337
2019-01-18 2830 1761.43367687028
2019-01-19 3020 1732.02211796794
2019-01-20 3140 1767.39341063968
2019-01-21 3160 1848.3708888818
2019-01-22 3100 1890.06682046787
2019-01-23 3000 1858.40991638433
2019-01-24 2890 1789.3721517545
2019-01-25 2790 1726.30065576222
2019-01-26 2680 1660.4421978721
2019-01-27 2590 1587.59071792888
2019-01-28 2520 1521.26681383582
2019-01-29 2440 1467.00319526057
2019-01-30 2370 1424.86223563169
2019-01-31 2310 1388.37248269032
2019-02-01 2270 1361.05303237523
2019-02-02 2270 1353.10294820323
2019-02-03 2290 1354.08545398059
2019-02-04 2290 1354.35851669151
2019-02-05 2290 1403.79444494465
2019-02-06 2340 1527.09117781237
2019-02-07 2500 1632.30620828116
2019-02-08 2640 1732.35199549556
2019-02-09 2700 1776.8035286003
2019-02-10 2680 1756.63593792599
2019-02-11 2640 1700.70664477714
2019-02-12 2570 1659.46479278281
2019-02-13 2510 1629.30327905229
2019-02-14 2470 1604.63101740997
2019-02-15 2490 1603.75265542059
2019-02-16 2570 1659.86744863455
2019-02-17 2650 1774.35366977756
2019-02-18 2650 1908.26070784571
2019-02-19 2600 1976.41147097849
2019-02-20 2530 1953.88057960844
2019-02-21 2470 1901.63789347568
2019-02-22 2440 1870.40986419684
2019-02-23 2440 1868.31515201912
2019-02-24 2460 1894.53245415486
2019-02-25 2500 1954.19055936307
2019-02-26 2620 2052.24518762423
2019-02-27 2790 2186.83121141135
2019-02-28 3000 2356.29407336082
2019-03-01 2980 2524.85069342572
2019-03-02 2930 2587.93886498307
2019-03-03 2880 2560.84414457627
2019-03-04 2890 2546.42187390253
2019-03-05 2970 2593.8227344573
2019-03-06 3120 2700.43010906296
2019-03-07 3250 2908.0679352569
2019-03-08 3320 3159.71467492704
2019-03-09 3350 3308.67512049451
2019-03-10 3360 3355.12252963772
2019-03-11 3360 3392.95836798168
2019-03-12 3370 3404.76796693621
2019-03-13 3390 3383.61166809806
2019-03-14 3410 3410.8836468979
2019-03-15 3460 3484.72898756142
2019-03-16 3540 3565.82504194978
2019-03-17 3570 3603.78903796054
2019-03-18 3540 3570.22693239158
2019-03-19 3550 3503.2945436278
2019-03-20 3700 3497.93572933581
2019-03-21 3920 3634.2922810279
2019-03-22 4080 3836.96805487767
2019-03-23 4180 3995.57989455508
2019-03-24 4200 4052.63901354455
2019-03-25 4130 3997.77738151122
2019-03-26 3970 3826.72900460603
2019-03-27 3770 3600.65338054231
2019-03-28 3600 3400.01547742484
2019-03-29 3480 3244.01640391667
2019-03-30 3390 3123.89479477164
2019-03-31 3310 3025.07152603282
2019-04-01 3170 2929.21710745855
2019-04-02 3030 2808.94116218655
2019-04-03 2920 2664.46731814119
2019-04-04 2840 2530.56674070193
2019-04-05 2810 2436.27918719479
2019-04-06 2840 2386.16369655626
2019-04-07 2890 2369.82256820653
2019-04-08 2960 2402.72492128173
2019-04-09 3010 2453.99502947636
2019-04-10 3030 2485.9490505143
2019-04-11 3030 2532.35485179432
2019-04-12 3020 2601.62628801417
2019-04-13 3030 2681.65290968432
2019-04-14 3110 2740.74857226603
2019-04-15 3220 2767.98157343845
2019-04-16 3230 2798.11993653636
2019-04-17 3130 2839.66572499109
2019-04-18 2980 2848.51073136981
2019-04-19 2840 2767.44834730348
2019-04-20 2760 2624.34047354328
2019-04-21 2700 2475.39190396784
2019-04-22 2660 2347.04164833718
2019-04-23 2650 2246.57258232083
2019-04-24 2670 2181.59508735589
2019-04-25 2660 2152.3901250515
2019-04-26 2690 2157.54069024019
2019-04-27 2770 2195.04275865655
2019-04-28 2850 2228.71974315182
2019-04-29 2950 2249.84741438077
2019-04-30 3090 2286.20447865557
2019-05-01 3180 2334.0520682376
2019-05-02 3180 2374.28414661279
2019-05-03 3110 2404.10529360942
2019-05-04 3070 2470.16759026306
2019-05-05 3050 2567.65007840466
2019-05-06 3020 2626.87380215424
2019-05-07 3000 2673.47170127318
2019-05-08 3040 2686.54122329548
2019-05-09 3120 2676.24541335517
2019-05-10 3190 2653.02627293469
2019-05-11 3190 2625.67760899207
2019-05-12 3130 2590.96501337543
2019-05-13 3090 2515.17689103948
2019-05-14 3130 2440.99523251473
2019-05-15 3180 2450.82118889082
2019-05-16 3350 2551.03306869984
2019-05-17 3570 2634.75457351275
2019-05-18 3690 2722.36908580896
2019-05-19 3690 2840.76513866275
2019-05-20 3620 2915.23487953796
2019-05-21 3500 2865.60597243122
2019-05-22 3370 2737.69089626617
2019-05-23 3290 2562.01527291553
2019-05-24 3330 2447.06497751868
2019-05-25 3630 2409.78963191993
2019-05-26 4000 2524.87470555345
2019-05-27 4290 3024.34888354664
2019-05-28 4540 3794.13610197978
2019-05-29 4710 4345.51815534128
2019-05-30 4830 4557.63598724536
2019-05-31 4920 4625.59045762718
2019-06-01 5040 4702.55256216481
2019-06-02 5180 4746.74731464141
2019-06-03 5360 4737.79353895034
2019-06-04 5570 4730.28038862037
2019-06-05 5790 4755.08902366444
2019-06-06 5930 4666.12143658015
2019-06-07 5950 4416.71294587988
2019-06-08 5900 4110.22889797973
2019-06-09 5820 3835.95554914626
2019-06-10 5750 3621.96819144838
2019-06-11 5690 3488.12757117414
2019-06-12 5620 3389.6431232834
2019-06-13 5530 3280.80049329687
2019-06-14 5400 3181.27358070039
2019-06-15 5280 3115.88014762038
2019-06-16 5210 3069.7697097276
2019-06-17 5190 3002.33996579013
2019-06-18 5150 2973.62284970964
2019-06-19 5090 3033.43451704991
2019-06-20 4980 3084.84712176426
2019-06-21 4830 3016.46334242068
2019-06-22 4650 2920.48201889988
2019-06-23 4460 2891.90812615699
2019-06-24 4290 2926.00654134416
2019-06-25 4180 3019.43439407631
2019-06-26 4120 3025.89851203917
2019-06-27 4100 2990.07853363744
2019-06-28 4040 2994.74463192789
2019-06-29 3930 2973.49612666491
2019-06-30 3810 2912.36552619933
2019-07-01 3660 2803.51844366673
2019-07-02 3550 2666.14297586591
2019-07-03 3460 2552.50329044951
2019-07-04 3350 2475.08189647102
2019-07-05 3210 2445.44045954705
2019-07-06 3130 2443.7862734458
2019-07-07 3070 2421.45286769884
2019-07-08 3000 2377.50828999259
2019-07-09 2890 2335.3526038097
2019-07-10 2780 2315.35865021606
2019-07-11 2720 2260.63981939516
2019-07-12 2670 2177.00542452693
2019-07-13 2630 2085.10606920805
2019-07-14 2570 2009.74826707842
2019-07-15 2510 1957.48720837078
2019-07-16 2470 1903.30444660729
2019-07-17 2440 1844.22449609267
2019-07-18 2480 1808.72395169532
2019-07-19 2520 1789.65118631567
2019-07-20 2510 1801.2829506586
2019-07-21 2450 1812.75616263844
2019-07-22 2390 1760.66625124843
2019-07-23 2340 1678.8482519223
2019-07-24 2290 1614.2174158566
2019-07-25 2240 1573.4246348268
2019-07-26 2210 1540.79520245152
2019-07-27 2220 1514.29508790819
2019-07-28 2210 1501.94820765517
2019-07-29 2190 1526.26716100073
2019-07-30 2190 1586.30764527588
2019-07-31 2230 1616.65467162767
2019-08-01 2300 1627.39479662773
2019-08-02 2470 1629.70555980439
2019-08-03 2700 1664.64800538324
2019-08-04 2790 1795.65129240475
2019-08-05 2770 2002.99744533905
2019-08-06 2690 2102.28847132487
2019-08-07 2590 2059.64358457816
2019-08-08 2540 1988.41790305072
2019-08-09 2520 1929.50934887892
2019-08-10 2460 1897.35075469441
2019-08-11 2390 1889.47907235411
2019-08-12 2370 1891.27218408969
2019-08-13 2380 1866.16967952358
2019-08-14 2370 1829.17339834089
2019-08-15 2340 1866.08257234103
2019-08-16 2320 1910.90856514342
2019-08-17 2310 1910.4070199553
2019-08-18 2350 1914.47246515083
2019-08-19 2430 1928.28853222224
2019-08-20 2460 2005.92154758625
2019-08-21 2420 2075.29524042538
2019-08-22 2360 2070.63679995406
2019-08-23 2310 2009.95286658694
2019-08-24 2260 1930.90869562446
2019-08-25 2250 1866.96250807834
2019-08-26 2360 1853.69469259698
2019-08-27 2450 1934.54230590034
2019-08-28 2460 2105.7074270212
2019-08-29 2430 2211.78209417913
2019-08-30 2390 2160.67192711612
2019-08-31 2340 2041.54638285693
2019-09-01 2260 1938.50116292027
2019-09-02 2210 1859.44652037717
2019-09-03 2180 1786.31569446715
2019-09-04 2150 1712.70471642327
2019-09-05 2110 1678.0510612017
2019-09-06 2110 1695.92980889337
2019-09-07 2140 1747.10608828441
2019-09-08 2220 1809.72846365898
2019-09-09 2280 1865.28923983259
2019-09-10 2320 2006.3967768346
2019-09-11 2380 2166.7217429873
2019-09-12 2460 2375.37017689095
2019-09-13 2590 2589.00901060049
2019-09-14 2730 2637.52837682887
2019-09-15 2770 2645.34516151662
2019-09-16 2730 2667.98104659611
2019-09-17 2620 2602.68268808336
2019-09-18 2490 2463.06474800634
2019-09-19 2380 2304.62045320154
2019-09-20 2280 2155.20559460899
2019-09-21 2160 2023.29021585088
2019-09-22 2070 1908.52759549943
2019-09-23 2010 1809.59827449308
2019-09-24 1960 1728.61351965081
2019-09-25 1910 1657.09040641364
2019-09-26 1880 1614.89333956559
2019-09-27 1850 1587.36463134764
2019-09-28 1850 1554.38216545538
2019-09-29 1870 1535.63232816045
2019-09-30 1900 1516.66934934283
2019-10-01 1930 1516.81099133418
2019-10-02 1930 1520.83014918862
2019-10-03 1920 1516.30222988901
2019-10-04 1910 1522.69125648639
2019-10-05 1900 1570.88640676908
2019-10-06 1900 1616.87494527991
2019-10-07 1910 1624.13579542422
2019-10-08 1970 1608.74779466367
2019-10-09 2050 1635.25094945689
2019-10-10 2130 1731.48244180679
2019-10-11 2200 1797.14429352333
2019-10-12 2280 1828.66159973505
2019-10-13 2370 1914.42326271406
2019-10-14 2420 2068.99946825452
2019-10-15 2450 2195.25325746485
2019-10-16 2450 2240.56059393005
2019-10-17 2400 2252.09269671486
2019-10-18 2330 2228.07619677105
2019-10-19 2270 2158.84761265037
2019-10-20 2200 2054.98721368629
2019-10-21 2130 1933.45642189974
2019-10-22 2070 1828.75852563619
2019-10-23 2020 1749.16328279624
2019-10-24 1970 1681.54360708416
2019-10-25 1940 1616.14553499411
2019-10-26 1920 1555.17511115195
2019-10-27 1920 1507.25104266661
2019-10-28 1920 1468.41146430917
2019-10-29 1920 1427.61328124554
2019-10-30 1890 1390.07853062656
2019-10-31 1850 1355.95946336774
2019-11-01 1820 1331.17694150016
2019-11-02 1820 1318.58349695532
2019-11-03 1830 1309.12234781098
2019-11-04 1850 1307.57918126616
2019-11-05 1860 1339.52331645736
2019-11-06 1900 1451.48006451892
2019-11-07 2000 1660.32690306035
2019-11-08 2090 1906.4650708027
2019-11-09 2180 2101.87574238434
2019-11-10 2340 2292.59476885029
2019-11-11 2470 2397.62033793949
2019-11-12 2530 2450.62461404555
2019-11-13 2530 2439.22644856653
2019-11-14 2500 2376.96037353847
2019-11-15 2480 2414.18481148036
2019-11-16 2480 2554.25858515931
2019-11-17 2560 2661.75295601953
2019-11-18 2670 2753.50253439013
2019-11-19 2790 2840.55805386169
2019-11-20 2940 2885.26681176488
2019-11-21 3120 3015.64963347211
2019-11-22 3290 3092.72372411536
2019-11-23 3390 3157.72138853767
2019-11-24 3400 3237.31306841203
2019-11-25 3360 3230.74694136526
2019-11-26 3250 3090.14737765113
2019-11-27 3100 2904.30815534974
2019-11-28 2950 2730.98245086555
2019-11-29 2830 2577.70810304516
2019-11-30 2760 2470.93296766375
2019-12-01 2690 2389.21201088252
2019-12-02 2650 2314.6066464809
2019-12-03 2590 2237.692934156
2019-12-04 2540 2165.57003749213
2019-12-05 2510 2110.68678311784
2019-12-06 2480 2063.82042095462
2019-12-07 2470 2008.59344183964
2019-12-08 2470 1945.25248048341
2019-12-09 2450 1872.94450830714
2019-12-10 2400 1810.58466968019
2019-12-11 2330 1778.62349329298
2019-12-12 2270 1756.35509514938
2019-12-13 2240 1711.92757475511
2019-12-14 2240 1694.19144603653
2019-12-15 2240 1692.16382343116
2019-12-16 2250 1674.39481661472
2019-12-17 2250 1663.1805277451
2019-12-18 2250 1648.9921069438
2019-12-19 2240 1638.15866630651
2019-12-20 2210 1632.33553259333
2019-12-21 2200 1667.22636981299
2019-12-22 2230 1733.2272904567
2019-12-23 2310 1861.22687148612
2019-12-24 2370 2190.61242980291
2019-12-25 2480 2678.61981916161
2019-12-26 2690 3016.07310604614
2019-12-27 2880 3182.02112663511
2019-12-28 3010 3224.69250048788
2019-12-29 3100 3213.94957940757
2019-12-30 3190 3166.53861861756
2019-12-31 3200 3133.10676683315
2020-01-01 3020 3118.24116157379
2020-01-02 2900 3038.36427882075
2020-01-03 2770 2880.05188363021
2020-01-04 2630 2704.69609583837
2020-01-05 2510 2539.7412721821
2020-01-06 2430 2391.66734516129
2020-01-07 2380 2265.41730390413
2020-01-08 2330 2158.32496041169
2020-01-09 2280 2070.09120642409
2020-01-10 2240 2009.34843825807
2020-01-11 2200 1966.3448456664
2020-01-12 2190 1919.38249993747
2020-01-13 2160 1869.662729317
2020-01-14 2150 1821.34869194072
2020-01-15 2130 1774.24883437544
2020-01-16 2110 1731.13323798625
2020-01-17 2100 1691.2041182887
2020-01-18 2090 1650.64656104324
2020-01-19 2080 1607.69781032705
2020-01-20 2070 1565.58395834879
2020-01-21 2050 1525.83161703449
2020-01-22 2040 1487.86503885998
2020-01-23 2020 1455.30295087129
2020-01-24 2010 1437.46683547288
2020-01-25 2010 1432.41716165516
2020-01-26 2000 1418.52424696376
2020-01-27 2000 1391.21738891482
2020-01-28 1990 1363.44967957733
2020-01-29 1990 1344.3524873729
2020-01-30 1970 1334.0629474622
2020-01-31 1950 1336.22903524311
2020-02-01 1940 1327.52953455154
2020-02-02 1950 1324.20225672138
2020-02-03 1970 1344.11143408912
2020-02-04 1990 1389.21942710547
2020-02-05 2030 1489.86146017311
2020-02-06 2270 1651.2871913388
2020-02-07 2830 1896.13353379246
2020-02-08 3430 2311.84096146095
2020-02-09 3830 2934.52204562854
2020-02-10 4040 3633.35824930352
2020-02-11 4120 4130.64292640563
2020-02-12 4050 4264.87026422242
2020-02-13 3860 4138.38256443235
2020-02-14 3620 3887.12378841845
2020-02-15 3430 3632.29937665426
2020-02-16 3310 3472.09891638112
